demand_id,origin_yard_id,dest_yard_id,volume,block_type
1,11751,11727,1719,Coal
2,10115,10704,350,Automobile
3,10115,11012,350,Automobile
4,10115,11208,673,Automobile
5,10158,10390,678,Automobile
6,10158,10448,350,Automobile
7,10158,11420,569,Automobile
8,10158,10023,350,Automobile
9,10158,10223,1917,Automobile
10,10158,11008,507,Automobile
11,10650,10448,350,Automobile
12,10650,10223,350,Automobile
13,10704,10115,350,Automobile
14,10704,11646,350,Automobile
15,10704,11012,350,Automobile
16,11012,10023,879,Automobile
17,11012,11646,743,Automobile
18,11012,10448,700,Automobile
19,11012,11420,509,Automobile
20,11012,10223,364,Automobile
21,11012,10390,452,Automobile
22,10023,11646,700,Automobile
23,10023,11420,548,Automobile
24,10023,10448,350,Automobile
25,10023,10390,350,Automobile
26,10390,10223,1400,Automobile
27,10390,11012,350,Automobile
28,10390,10704,350,Automobile
29,10390,10163,350,Automobile
30,10390,10328,350,Automobile
31,10390,10158,350,Automobile
32,10390,11512,350,Automobile
33,11646,10223,603,Automobile
34,11646,11012,350,Automobile
35,11646,10704,350,Automobile
36,11646,10115,483,Automobile
37,11646,11420,5502,Automobile
38,11646,10023,465,Automobile
39,11646,10158,471,Automobile
40,11646,10328,350,Automobile
41,11646,11488,3184,Automobile
42,11646,11208,5943,Automobile
43,11646,11512,1860,Automobile
44,11420,11646,5201,Automobile
45,11420,10390,1050,Automobile
46,11420,10023,350,Automobile
47,11420,10539,350,Automobile
48,11420,11012,700,Automobile
49,11420,10158,350,Automobile
50,11420,11208,6283,Automobile
51,11420,11512,4101,Automobile
52,11420,11488,1431,Automobile
53,10448,10158,700,Automobile
54,10448,10390,350,Automobile
55,10448,11420,350,Automobile
56,10448,11646,350,Automobile
57,10448,10115,350,Automobile
58,10448,10704,350,Automobile
59,10448,11488,350,Automobile
60,10448,10223,350,Automobile
61,11512,10448,350,Automobile
62,11512,11646,1187,Automobile
63,11512,10223,614,Automobile
64,11512,10158,350,Automobile
65,11512,11208,1113,Automobile
66,11512,11420,2211,Automobile
67,11208,10704,350,Automobile
68,11208,10448,350,Automobile
69,11208,11646,5036,Automobile
70,11208,10223,350,Automobile
71,11208,11488,1946,Automobile
72,11208,11512,1626,Automobile
73,11208,11420,5088,Automobile
74,10223,10158,595,Automobile
75,10223,11208,700,Automobile
76,10223,10546,350,Automobile
77,10223,10448,1050,Automobile
78,10223,11420,1050,Automobile
79,10223,10390,1050,Automobile
80,10223,11646,932,Automobile
81,11488,11208,1132,Automobile
82,11488,11646,2687,Automobile
83,11488,11512,656,Automobile
84,11488,11420,944,Automobile
85,10546,10323,436,Automobile
86,10539,10546,679,Automobile
87,10163,10133,356,Automobile
88,11751,11727,2984,Automobile
89,10023,10539,2100,Grain
90,10023,10546,2100,Grain
91,10023,10163,350,Grain
92,10023,10328,350,Grain
93,10023,10223,1033,Grain
94,10023,11208,350,Grain
95,10023,11012,350,Grain
96,10023,10115,350,Grain
97,10023,10704,350,Grain
98,10023,10158,350,Grain
99,10223,10539,413,Grain
100,10223,10323,350,Grain
101,10223,10328,350,Grain
102,10223,10546,350,Grain
103,10223,11008,1035,Grain
104,10390,10115,350,Grain
105,10390,10704,350,Grain
106,10390,10546,1750,Grain
107,10390,10539,1750,Grain
108,10390,10328,350,Grain
109,10390,10023,350,Grain
110,10390,10223,350,Grain
111,10390,10323,350,Grain
112,10390,10163,350,Grain
113,11646,10023,350,Grain
114,11646,10390,485,Grain
115,11646,11420,3247,Grain
116,11646,10546,1571,Grain
117,11646,10539,1822,Grain
118,11646,10704,350,Grain
119,11646,10323,350,Grain
120,11646,11488,1798,Grain
121,11646,11208,2882,Grain
122,11646,11512,798,Grain
123,11420,11208,2770,Grain
124,11420,11012,744,Grain
125,11420,10115,747,Grain
126,11420,10704,350,Grain
127,11420,11646,2551,Grain
128,11420,10390,967,Grain
129,11420,10023,700,Grain
130,11420,10539,350,Grain
131,11420,10546,350,Grain
132,11420,10650,350,Grain
133,11420,11512,1016,Grain
134,10163,10546,700,Grain
135,10163,10539,613,Grain
136,10163,10323,700,Grain
137,10163,10223,723,Grain
138,10163,10158,350,Grain
139,10163,11646,350,Grain
140,10163,10390,350,Grain
141,10163,11420,350,Grain
142,10163,11488,1568,Grain
143,10323,10163,1159,Grain
144,10323,10328,2361,Grain
145,10323,10223,3398,Grain
146,10323,10158,834,Grain
147,10323,10546,350,Grain
148,10323,11488,1963,Grain
149,10323,10023,879,Grain
150,10323,10390,1014,Grain
151,10323,11646,540,Grain
152,10328,10323,881,Grain
153,10328,10163,700,Grain
154,10328,10223,4245,Grain
155,10328,10023,700,Grain
156,10328,10158,1358,Grain
157,10328,11646,601,Grain
158,10115,11646,350,Grain
159,10115,10539,350,Grain
160,10115,10546,350,Grain
161,10704,10546,441,Grain
162,10704,10539,591,Grain
163,10704,10448,1930,Grain
164,10539,10704,350,Grain
165,10539,10546,664,Grain
166,10539,10323,350,Grain
167,10539,10328,350,Grain
168,10546,10704,350,Grain
169,10546,11008,1218,Grain
170,10448,11420,700,Grain
171,10448,11646,760,Grain
172,10448,10390,748,Grain
173,10448,10023,700,Grain
174,10448,10115,350,Grain
175,10448,11208,350,Grain
176,10448,11012,350,Grain
177,10448,10223,350,Grain
178,10448,10650,368,Grain
179,10133,11008,664,Grain
180,10133,11488,3494,Grain
181,11512,10650,397,Grain
182,11512,11420,1199,Grain
183,11012,11420,350,Grain
184,11012,10390,350,Grain
185,11012,11646,350,Grain
186,11012,10023,350,Grain
187,11012,11208,700,Grain
188,11012,10115,350,Grain
189,11012,10650,350,Grain
190,11488,11646,1755,Grain
191,11208,10704,350,Grain
192,11208,10115,392,Grain
193,11208,11012,350,Grain
194,11208,11646,1364,Grain
195,11208,11420,936,Grain
196,11008,10133,3630,Grain
197,11008,10448,1387,Grain
198,11751,11727,3559,Grain
199,10115,10913,700,Merchandise
200,10115,11021,404,Merchandise
201,10115,11022,350,Merchandise
202,10115,10066,350,Merchandise
203,10115,10306,350,Merchandise
204,10115,10667,350,Merchandise
205,10115,10680,350,Merchandise
206,10115,10685,350,Merchandise
207,10115,10722,350,Merchandise
208,10115,10023,1274,Merchandise
209,10115,11208,2562,Merchandise
210,10115,11012,2022,Merchandise
211,10115,11646,1050,Merchandise
212,10115,10448,350,Merchandise
213,10115,10390,988,Merchandise
214,10115,11420,920,Merchandise
215,10115,10394,1662,Merchandise
216,10115,10417,1050,Merchandise
217,10115,10708,1426,Merchandise
218,10115,10778,1019,Merchandise
219,10115,10704,1750,Merchandise
220,10115,10139,350,Merchandise
221,10115,10242,350,Merchandise
222,10115,10278,594,Merchandise
223,10115,11512,350,Merchandise
224,10115,10650,431,Merchandise
225,10115,10259,700,Merchandise
226,10115,10775,350,Merchandise
227,10115,10785,700,Merchandise
228,10115,10810,350,Merchandise
229,10115,10378,350,Merchandise
230,10115,10640,350,Merchandise
231,10115,10641,350,Merchandise
232,10115,10707,350,Merchandise
233,10115,10831,474,Merchandise
234,10115,10985,350,Merchandise
235,10115,11099,350,Merchandise
236,10704,10115,1750,Merchandise
237,10704,11012,2100,Merchandise
238,10704,11208,1400,Merchandise
239,10704,10394,1750,Merchandise
240,10704,10708,1050,Merchandise
241,10704,10778,1050,Merchandise
242,10704,10785,1307,Merchandise
243,10704,10913,1317,Merchandise
244,10704,10539,1804,Merchandise
245,10704,10546,1612,Merchandise
246,10704,10238,1050,Merchandise
247,10704,10259,1295,Merchandise
248,10704,11512,350,Merchandise
249,10704,11420,703,Merchandise
250,10704,10023,1515,Merchandise
251,10704,11021,700,Merchandise
252,10704,11022,700,Merchandise
253,10704,10066,350,Merchandise
254,10704,10306,350,Merchandise
255,10704,10534,700,Merchandise
256,10704,11670,461,Merchandise
257,10704,11690,350,Merchandise
258,10704,10417,350,Merchandise
259,10704,10378,350,Merchandise
260,10704,10398,510,Merchandise
261,10704,10402,350,Merchandise
262,10704,10426,350,Merchandise
263,10704,10623,350,Merchandise
264,10704,10223,350,Merchandise
265,10704,10158,350,Merchandise
266,10704,10278,350,Merchandise
267,11208,10023,758,Merchandise
268,11208,11420,8939,Merchandise
269,11208,10115,2450,Merchandise
270,11208,10704,1400,Merchandise
271,11208,11012,2586,Merchandise
272,11208,10278,350,Merchandise
273,11208,10394,1635,Merchandise
274,11208,10539,700,Merchandise
275,11208,10546,909,Merchandise
276,11208,10055,391,Merchandise
277,11208,10390,836,Merchandise
278,11208,10223,1050,Merchandise
279,11208,10101,944,Merchandise
280,11208,10238,838,Merchandise
281,11208,10163,350,Merchandise
282,11208,11646,10066,Merchandise
283,11208,10417,707,Merchandise
284,11208,10650,805,Merchandise
285,11208,10913,700,Merchandise
286,11208,11021,350,Merchandise
287,11208,10708,712,Merchandise
288,11208,11512,6705,Merchandise
289,11208,10778,556,Merchandise
290,11208,10785,350,Merchandise
291,11208,10968,350,Merchandise
292,11208,10033,350,Merchandise
293,11208,10167,350,Merchandise
294,11208,10198,350,Merchandise
295,11208,11488,4160,Merchandise
296,10098,10158,350,Merchandise
297,10098,10116,350,Merchandise
298,10098,10171,350,Merchandise
299,10098,10288,350,Merchandise
300,10130,10158,350,Merchandise
301,10130,10116,700,Merchandise
302,10130,10171,700,Merchandise
303,10130,10098,350,Merchandise
304,10130,10101,635,Merchandise
305,10130,10328,350,Merchandise
306,10130,10223,1050,Merchandise
307,10130,10055,350,Merchandise
308,10130,10238,350,Merchandise
309,10023,10546,350,Merchandise
310,10023,10539,350,Merchandise
311,10023,10055,350,Merchandise
312,10023,10129,350,Merchandise
313,10023,11646,700,Merchandise
314,10023,10390,1050,Merchandise
315,10023,11420,1400,Merchandise
316,10023,10026,350,Merchandise
317,10023,10139,700,Merchandise
318,10023,10242,1050,Merchandise
319,10023,10278,350,Merchandise
320,10023,10296,450,Merchandise
321,10023,10304,1050,Merchandise
322,10023,10333,700,Merchandise
323,10023,10354,612,Merchandise
324,10023,10394,1050,Merchandise
325,10023,10398,700,Merchandise
326,10023,10402,700,Merchandise
327,10023,10426,700,Merchandise
328,10023,10573,350,Merchandise
329,10023,10623,700,Merchandise
330,10023,10637,595,Merchandise
331,10023,10652,350,Merchandise
332,10023,10707,350,Merchandise
333,10023,10768,350,Merchandise
334,10023,10775,350,Merchandise
335,10023,10810,350,Merchandise
336,10023,10855,350,Merchandise
337,10023,10894,350,Merchandise
338,10023,10956,350,Merchandise
339,10023,10957,350,Merchandise
340,10023,10976,350,Merchandise
341,10023,11033,350,Merchandise
342,10023,11073,350,Merchandise
343,10023,11077,350,Merchandise
344,10023,11099,350,Merchandise
345,10023,11428,350,Merchandise
346,10023,11656,350,Merchandise
347,10023,11702,350,Merchandise
348,10023,11727,350,Merchandise
349,10023,10002,350,Merchandise
350,10023,10003,350,Merchandise
351,10023,11512,1400,Merchandise
352,10023,10650,888,Merchandise
353,10023,11208,700,Merchandise
354,10023,11012,1061,Merchandise
355,10023,10115,457,Merchandise
356,10023,10378,614,Merchandise
357,10023,10448,350,Merchandise
358,10023,10163,700,Merchandise
359,10023,10285,350,Merchandise
360,10023,10417,350,Merchandise
361,10023,10708,350,Merchandise
362,10023,10380,350,Merchandise
363,10223,10546,1050,Merchandise
364,10223,10704,1133,Merchandise
365,10223,10328,1400,Merchandise
366,10223,10539,1750,Merchandise
367,10223,11208,1050,Merchandise
368,10223,11012,1285,Merchandise
369,10223,10055,350,Merchandise
370,10223,10101,700,Merchandise
371,10223,10238,1400,Merchandise
372,10223,10247,700,Merchandise
373,10223,10248,350,Merchandise
374,10223,10318,350,Merchandise
375,10223,11651,634,Merchandise
376,10223,10023,2404,Merchandise
377,10223,11646,1050,Merchandise
378,10223,10390,1229,Merchandise
379,10223,10323,707,Merchandise
380,10223,10195,864,Merchandise
381,10223,10279,700,Merchandise
382,10223,10324,700,Merchandise
383,10223,11060,448,Merchandise
384,10223,10259,1050,Merchandise
385,10223,10534,700,Merchandise
386,10223,11670,1050,Merchandise
387,10223,11690,1050,Merchandise
388,10223,11708,700,Merchandise
389,10223,11711,700,Merchandise
390,10223,11715,700,Merchandise
391,10223,10020,450,Merchandise
392,10223,10031,450,Merchandise
393,10223,10103,450,Merchandise
394,10223,10163,350,Merchandise
395,10223,10139,944,Merchandise
396,10223,10133,700,Merchandise
397,10223,10106,350,Merchandise
398,10223,10190,350,Merchandise
399,10223,10249,350,Merchandise
400,10223,10250,350,Merchandise
401,10223,10253,350,Merchandise
402,10223,10282,350,Merchandise
403,10223,10284,350,Merchandise
404,10223,10290,350,Merchandise
405,10223,10311,350,Merchandise
406,10223,10316,350,Merchandise
407,10223,10336,350,Merchandise
408,10223,10339,350,Merchandise
409,10223,10359,350,Merchandise
410,10223,10445,350,Merchandise
411,10223,10537,700,Merchandise
412,10223,10538,700,Merchandise
413,10223,10557,700,Merchandise
414,10223,10560,350,Merchandise
415,10223,10588,350,Merchandise
416,10223,10591,350,Merchandise
417,10223,10594,350,Merchandise
418,10223,10607,700,Merchandise
419,10223,10807,350,Merchandise
420,10223,10809,700,Merchandise
421,10223,10902,700,Merchandise
422,10223,11002,350,Merchandise
423,10223,11004,350,Merchandise
424,10223,11008,350,Merchandise
425,10223,10148,489,Merchandise
426,10223,10115,1050,Merchandise
427,10223,10394,623,Merchandise
428,10223,10130,350,Merchandise
429,10223,10124,350,Merchandise
430,10223,10158,350,Merchandise
431,10223,10171,350,Merchandise
432,10223,10288,350,Merchandise
433,10223,10299,350,Merchandise
434,10223,11457,350,Merchandise
435,10223,10060,350,Merchandise
436,10223,10092,350,Merchandise
437,10223,10099,350,Merchandise
438,10223,11694,350,Merchandise
439,10223,10913,350,Merchandise
440,10223,11021,350,Merchandise
441,10223,11022,350,Merchandise
442,10223,10825,350,Merchandise
443,10223,10242,700,Merchandise
444,10223,10278,840,Merchandise
445,10223,10304,700,Merchandise
446,10223,10354,384,Merchandise
447,10223,10527,350,Merchandise
448,10223,10573,350,Merchandise
449,10223,10768,350,Merchandise
450,10223,10775,350,Merchandise
451,10223,10810,350,Merchandise
452,10223,10855,350,Merchandise
453,10223,10894,350,Merchandise
454,10223,10956,350,Merchandise
455,10223,10957,350,Merchandise
456,10223,11033,350,Merchandise
457,10223,11073,350,Merchandise
458,10223,11077,350,Merchandise
459,10223,11420,700,Merchandise
460,10223,11678,350,Merchandise
461,10223,11751,350,Merchandise
462,10223,10091,350,Merchandise
463,10223,10118,350,Merchandise
464,10223,10119,350,Merchandise
465,10223,10185,350,Merchandise
466,10223,10201,350,Merchandise
467,10223,10214,350,Merchandise
468,10223,10271,350,Merchandise
469,10223,10313,350,Merchandise
470,10223,10340,350,Merchandise
471,10223,10371,350,Merchandise
472,10223,10421,350,Merchandise
473,10223,10423,350,Merchandise
474,10223,10440,350,Merchandise
475,10223,10457,350,Merchandise
476,10223,10464,350,Merchandise
477,10223,10467,350,Merchandise
478,10223,10479,350,Merchandise
479,10223,10482,350,Merchandise
480,10223,10496,350,Merchandise
481,10223,10526,350,Merchandise
482,10223,10528,350,Merchandise
483,10223,10531,350,Merchandise
484,10223,10540,350,Merchandise
485,10223,10541,350,Merchandise
486,10223,10550,350,Merchandise
487,10223,10551,350,Merchandise
488,10223,10552,350,Merchandise
489,10223,10555,350,Merchandise
490,10223,10561,350,Merchandise
491,10223,10562,350,Merchandise
492,10223,10566,350,Merchandise
493,10223,10569,350,Merchandise
494,10223,10570,350,Merchandise
495,10223,10574,350,Merchandise
496,10223,10580,350,Merchandise
497,10223,10581,350,Merchandise
498,10223,10589,350,Merchandise
499,10223,10597,350,Merchandise
500,10223,10600,350,Merchandise
501,10223,10602,350,Merchandise
502,10223,10688,350,Merchandise
503,10223,10792,350,Merchandise
504,10223,10835,350,Merchandise
505,10223,10942,350,Merchandise
506,10223,10946,350,Merchandise
507,10223,11076,350,Merchandise
508,10223,11097,350,Merchandise
509,10223,11120,350,Merchandise
510,10223,11141,350,Merchandise
511,10223,11149,350,Merchandise
512,10223,11152,350,Merchandise
513,10223,11171,350,Merchandise
514,10223,11172,350,Merchandise
515,10223,11173,350,Merchandise
516,10223,11174,350,Merchandise
517,10223,11175,350,Merchandise
518,10223,11176,350,Merchandise
519,10223,11177,350,Merchandise
520,10223,11178,350,Merchandise
521,10223,11179,350,Merchandise
522,10223,11217,350,Merchandise
523,10223,11243,350,Merchandise
524,10223,11263,350,Merchandise
525,10223,11290,350,Merchandise
526,10223,11324,350,Merchandise
527,10223,11334,350,Merchandise
528,10223,11347,350,Merchandise
529,10223,11379,350,Merchandise
530,10223,11388,350,Merchandise
531,10223,11491,350,Merchandise
532,10223,11492,350,Merchandise
533,10223,11493,350,Merchandise
534,10223,11494,350,Merchandise
535,10223,11495,350,Merchandise
536,10223,11496,350,Merchandise
537,10223,11497,350,Merchandise
538,10223,11569,350,Merchandise
539,10223,11579,350,Merchandise
540,10223,11599,350,Merchandise
541,10223,11602,350,Merchandise
542,10223,11604,350,Merchandise
543,10223,11605,350,Merchandise
544,10223,11606,350,Merchandise
545,10223,11608,350,Merchandise
546,10223,11611,350,Merchandise
547,10223,11612,350,Merchandise
548,10223,11626,350,Merchandise
549,10223,11628,350,Merchandise
550,10223,11640,350,Merchandise
551,10223,11642,350,Merchandise
552,10223,11644,350,Merchandise
553,10223,11648,350,Merchandise
554,10223,11649,350,Merchandise
555,10223,11650,350,Merchandise
556,10223,11659,350,Merchandise
557,10223,11661,350,Merchandise
558,10223,11671,350,Merchandise
559,10223,11673,350,Merchandise
560,10223,11684,350,Merchandise
561,10223,11692,350,Merchandise
562,10223,11700,350,Merchandise
563,10223,11701,350,Merchandise
564,10223,11704,350,Merchandise
565,10223,11713,350,Merchandise
566,10223,11716,350,Merchandise
567,10223,11719,350,Merchandise
568,10223,11720,350,Merchandise
569,10223,11724,350,Merchandise
570,10223,10448,350,Merchandise
571,10539,10328,700,Merchandise
572,10539,10023,1110,Merchandise
573,10539,10223,1050,Merchandise
574,10539,10913,700,Merchandise
575,10539,11021,700,Merchandise
576,10539,11022,700,Merchandise
577,10539,10306,440,Merchandise
578,10539,10667,577,Merchandise
579,10539,10680,700,Merchandise
580,10539,10685,700,Merchandise
581,10539,10722,700,Merchandise
582,10539,11646,502,Merchandise
583,10539,10390,700,Merchandise
584,10539,11420,835,Merchandise
585,10539,10323,700,Merchandise
586,10539,10448,350,Merchandise
587,10539,10163,350,Merchandise
588,10539,10224,350,Merchandise
589,10539,11012,760,Merchandise
590,10539,10242,350,Merchandise
591,10539,10304,350,Merchandise
592,10539,10378,350,Merchandise
593,10539,10394,461,Merchandise
594,10539,11512,700,Merchandise
595,10539,10650,937,Merchandise
596,10539,11208,1400,Merchandise
597,10539,10115,1076,Merchandise
598,10539,10704,1050,Merchandise
599,10539,10259,1050,Merchandise
600,10539,10546,350,Merchandise
601,10539,10238,700,Merchandise
602,10539,10534,350,Merchandise
603,10539,11670,700,Merchandise
604,10539,11690,424,Merchandise
605,10539,10101,350,Merchandise
606,10539,10247,350,Merchandise
607,10539,11651,350,Merchandise
608,10158,10098,350,Merchandise
609,10158,10130,350,Merchandise
610,10158,10124,400,Merchandise
611,10158,10269,350,Merchandise
612,10158,10305,350,Merchandise
613,10158,10349,350,Merchandise
614,10158,10364,350,Merchandise
615,10158,10148,350,Merchandise
616,10158,10913,350,Merchandise
617,10158,11021,350,Merchandise
618,10158,10115,350,Merchandise
619,10158,11646,1001,Merchandise
620,10158,10390,498,Merchandise
621,10158,10023,350,Merchandise
622,10158,11420,880,Merchandise
623,10158,10650,1318,Merchandise
624,10158,10448,451,Merchandise
625,10158,10116,350,Merchandise
626,10158,10171,350,Merchandise
627,10158,10181,700,Merchandise
628,10158,10299,350,Merchandise
629,10158,10060,350,Merchandise
630,10158,10099,350,Merchandise
631,10158,10113,350,Merchandise
632,10158,10121,350,Merchandise
633,10158,11512,1050,Merchandise
634,10158,11488,700,Merchandise
635,10158,10109,700,Merchandise
636,10158,10125,700,Merchandise
637,10158,10126,669,Merchandise
638,10158,10704,350,Merchandise
639,10158,10223,350,Merchandise
640,10158,10055,752,Merchandise
641,10158,10101,350,Merchandise
642,10158,10238,350,Merchandise
643,10158,10247,350,Merchandise
644,10158,10248,350,Merchandise
645,10158,10318,350,Merchandise
646,10158,11008,350,Merchandise
647,10158,10127,350,Merchandise
648,10158,10163,350,Merchandise
649,10148,10098,700,Merchandise
650,10148,10158,700,Merchandise
651,10148,10171,414,Merchandise
652,10148,10913,350,Merchandise
653,10148,11021,350,Merchandise
654,10148,11646,916,Merchandise
655,10148,10390,1050,Merchandise
656,10148,10023,700,Merchandise
657,10148,10026,726,Merchandise
658,10148,10139,350,Merchandise
659,10148,10242,375,Merchandise
660,10148,11420,758,Merchandise
661,10148,10323,1050,Merchandise
662,10148,10328,958,Merchandise
663,10148,10096,700,Merchandise
664,10148,10195,373,Merchandise
665,10148,11012,700,Merchandise
666,10148,10115,350,Merchandise
667,10148,10704,350,Merchandise
668,10148,10546,350,Merchandise
669,10148,10539,494,Merchandise
670,10148,10448,350,Merchandise
671,10148,10163,350,Merchandise
672,10148,10224,350,Merchandise
673,10148,10133,700,Merchandise
674,10148,10101,820,Merchandise
675,10148,10223,700,Merchandise
676,10148,11008,350,Merchandise
677,10148,10181,350,Merchandise
678,10148,10415,446,Merchandise
679,10148,11694,350,Merchandise
680,10148,10266,350,Merchandise
681,10148,10205,350,Merchandise
682,10148,10263,350,Merchandise
683,10650,11512,3150,Merchandise
684,10650,10032,350,Merchandise
685,10650,10640,2524,Merchandise
686,10650,10641,1442,Merchandise
687,10650,10378,1933,Merchandise
688,10650,11420,1599,Merchandise
689,10650,10398,700,Merchandise
690,10650,10402,350,Merchandise
691,10650,11012,1400,Merchandise
692,10650,10417,700,Merchandise
693,10650,10707,700,Merchandise
694,10650,10708,350,Merchandise
695,10650,10778,350,Merchandise
696,10650,10831,877,Merchandise
697,10650,10223,700,Merchandise
698,10650,10101,388,Merchandise
699,10650,10158,350,Merchandise
700,10650,10390,350,Merchandise
701,10650,10913,350,Merchandise
702,10650,10985,700,Merchandise
703,10650,11099,350,Merchandise
704,10650,10048,350,Merchandise
705,10650,10049,350,Merchandise
706,10650,10063,450,Merchandise
707,10650,10064,451,Merchandise
708,10650,10065,700,Merchandise
709,10650,10073,350,Merchandise
710,10650,10078,700,Merchandise
711,10650,10159,700,Merchandise
712,10650,10784,350,Merchandise
713,10650,10858,350,Merchandise
714,10650,10184,350,Merchandise
715,10650,10300,350,Merchandise
716,10650,10374,350,Merchandise
717,11512,10650,9561,Merchandise
718,11512,10032,863,Merchandise
719,11512,10378,5045,Merchandise
720,11512,10380,411,Merchandise
721,11512,10640,5402,Merchandise
722,11512,10641,4162,Merchandise
723,11512,10784,1759,Merchandise
724,11512,11420,7577,Merchandise
725,11512,11646,4218,Merchandise
726,11512,10390,968,Merchandise
727,11512,10858,1400,Merchandise
728,11512,10985,2100,Merchandise
729,11512,10027,1500,Merchandise
730,11512,10042,1400,Merchandise
731,11512,10051,1239,Merchandise
732,11512,10300,583,Merchandise
733,11512,11012,1750,Merchandise
734,11512,10223,350,Merchandise
735,11512,10158,700,Merchandise
736,11512,10023,935,Merchandise
737,11512,10398,1183,Merchandise
738,11512,10831,1750,Merchandise
739,11512,10028,1400,Merchandise
740,11512,10029,1261,Merchandise
741,11512,10048,1150,Merchandise
742,11512,10049,1150,Merchandise
743,11512,10063,1050,Merchandise
744,11512,10064,1049,Merchandise
745,11512,10065,700,Merchandise
746,11512,10078,700,Merchandise
