node_id,node_type,x_coord,y_coord,name,yard_type,yard_level,railroad_id,num_tracks,handling_capacity,handling_cost,is_interchange,allowed_commodities,allowed_traversal,datasource
10002,yard,-83.51754965,41.69754213274277,OTTAWA,local,3.0,AA,5.0,1500.0,220.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10003,yard,-83.50614214,41.68506216482331,OTTAWA SOUTH,local,3.0,AA,5.0,1500.0,100.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10005,yard,-86.78940225,33.56411288336393,BIRMINGHAM (ABWR),local,3.0,None,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10008,yard,-122.684071,45.54548196890937,ALBANY YARD,local,3.0,UP,5.0,1500.0,90.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10010,yard,-87.67818525,32.11284655450503,MAGNOLIA,local,3.0,AGR,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10011,yard,-88.05446564,30.716680153379613,MOBILE (AGR),local,3.0,NS,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10013,yard,-111.9888341,46.596705275823794,HELENA,local,3.0,BNSF,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10015,yard,-91.39100831,33.627317964641286,MCGEHEE (AKMD),local,3.0,UP,5.0,1500.0,200.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10017,yard,-88.05453877,30.716189007698624,MOBILE (CN),local,3.0,NS,5.0,1500.0,210.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10020,yard,-92.10908917,32.504868103653166,MONROE STATION,local,3.0,ALM,5.0,1500.0,90.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10021,yard,-90.13134925,38.59804005160427,ALTON & SOUTHERN,local,3.0,ALS,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10022,yard,-90.13173082,38.58012779852261,EAST ST LOUIS AUTORAMP,local,3.0,ALS,5.0,1500.0,90.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10023,yard,-90.14309648,38.59318324148542,GATEWAY,hump,1.0,ALS,60.0,30000.0,220.0,False,"merchandise,coal,grain",all,Satellite imagery - manual estimate
10025,yard,-94.4184102,35.3994663771382,FT SMITH (AM),local,3.0,AM,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10026,yard,-87.63633806,41.86378070894578,14TH ST,major_flat,2.0,AMTK,56.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10027,yard,-73.74024312,42.65116740164172,ALBANY AMTRAK SHOPS,local,3.0,AMTK,16.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10028,yard,-76.52813447,39.30149737832144,BAYVIEW (NS),local,3.0,AMTK,30.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10029,yard,-79.8735413,40.8717333034036,BEAR SHOPS,local,3.0,BPRR,5.0,1500.0,200.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10030,yard,-85.56211817,42.2927293307937,BOTSFORD,local,3.0,NS,26.0,1500.0,210.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10031,yard,-90.07833897,35.06598699263018,HARRISON,local,3.0,CN,18.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10032,yard,-72.66507137,41.78927053555888,HARTFORD,major_flat,2.0,AMTK,54.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10033,yard,-84.44833471,33.79680220920024,HINMAN,local,3.0,NS,18.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10042,yard,-73.77073589,42.67367902145275,WEST ALBANY,local,3.0,AMTK,8.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10048,yard,-80.24893354,40.65203316991615,ALIQUIPPA,local,3.0,AOR,8.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10049,yard,-80.25056688,40.64014659521918,BLACKS RUN,local,3.0,CSXT,5.0,1500.0,100.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10050,yard,-95.36225519,45.64814556394017,KENWOOD,local,3.0,CPKC,19.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10051,yard,-73.760726,42.62805474800844,PORT OF ALBANY,local,3.0,APD,15.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10055,yard,-96.15370251,29.776203127613105,HEALY,major_flat,2.0,BNSF,39.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10060,yard,-119.7634321,39.531716049293536,PARKER YARD,local,3.0,UP,12.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10063,yard,-79.8746366,40.39808101432591,KENNEY,local,3.0,NS,4.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10064,yard,-79.91292752,40.49156975287198,SHARPSBURG (AVR),local,3.0,NS,17.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10065,yard,-79.8445061,40.50804378301745,VERONA,local,3.0,AVR,19.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10066,yard,-81.13903683,32.115551251053475,GARDEN CITY #1,local,3.0,SAPT,6.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10068,yard,-112.9656617,46.13241419573345,ANACONDA,local,3.0,BAP,3.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10069,yard,-112.9278642,46.122569937591216,EAST ANACONDA,local,3.0,BAP,14.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10071,yard,-106.9523077,44.816079302837366,SHERMAN,local,3.0,BNSF,15.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10073,yard,-78.48122976,38.02758084678899,EAST CHARLOTTESVILLE,local,3.0,BB,11.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10078,yard,-77.59557471,40.57278881488287,LEWISTON,local,3.0,NS,5.0,1500.0,100.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10081,yard,-86.90652963,33.5103470346624,ENSLEY,local,3.0,BHRR,24.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10082,yard,-86.93453402,33.49579927894397,EXUM,local,3.0,BHRR,9.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10083,yard,-86.92955111,33.469228213074146,FLINTRIDGE,local,3.0,BHRR,14.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10088,yard,-92.40414467,41.009487730024304,OTTUMWA (BJRY),local,3.0,BJRY,12.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10089,yard,-87.6388498,41.86472219757022,14TH ST COACH,local,3.0,AMTK,6.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10090,yard,-92.1128874,46.6970469905162,17TH ST YARD,local,3.0,BNSF,12.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10091,yard,-96.38483697,42.507847847878,18TH STREET,local,3.0,UP,5.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10092,yard,-117.1544767,32.70191182631444,22ND STREET YARD,local,3.0,BNSF,52.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10093,yard,-95.92007851,41.249025220003546,8TH STREET YARD,local,3.0,BNSF,43.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10094,yard,-94.63236536,39.07852256086541,9TH ST YARD (BNSF),local,3.0,KCTL,12.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10095,yard,-98.51146232,45.46250789616606,ABERDEEN,local,3.0,BNSF,19.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10096,yard,-97.20311199,38.91300042572507,ABILENE (BNSF),major_flat,2.0,BNSF,36.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10097,yard,-122.3518708,47.58640550704142,ALASKA RAIL FERRY,local,3.0,BNSF,7.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10098,yard,-106.6516065,35.06201467848878,ALBUQUERQUE-ABAJO,major_flat,2.0,NMRX,50.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10099,yard,-119.7618853,36.709346352857736,ALCOA YARD,local,3.0,BNSF,8.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10100,yard,-102.8709389,42.07882166442048,ALLIANCE,local,3.0,BNSF,9.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10101,yard,-101.8070404,35.21366309164044,AMARILLO,major_flat,2.0,BNSF,14.0,20000.0,100.0,True,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10102,yard,-101.8461703,35.14847557654845,AMARILLO AUTO RAMP,local,3.0,BNSF,5.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10103,yard,-88.49000642,33.98293961599279,AMORY,local,3.0,BNSF,20.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10104,yard,-120.2834852,47.39687088219016,APPLE,local,3.0,BNSF,19.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10105,yard,-120.2834816,47.39687088219016,APPLE YARD,local,3.0,BNSF,12.0,1500.0,100.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10106,yard,-97.12226629,34.176504265285736,ARDMORE,intermodal,3.0,BNSF,47.0,5000.0,100.0,False,"intermodal,automobile",all,Satellite imagery - manual count
10107,yard,-94.69099995,39.07972624241225,ARGENTINE,intermodal,3.0,BNSF,42.0,5000.0,100.0,False,"intermodal,automobile",all,Satellite imagery - manual count
10108,yard,-94.69472928,39.08527361425038,ARGENTINE YARD,intermodal,3.0,BNSF,10.0,5000.0,100.0,False,"intermodal,automobile",all,Estimated based on yard level
10109,yard,-122.3288605,47.56045830494226,ARGO,major_flat,2.0,UP,23.0,20000.0,100.0,False,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10110,yard,-122.3320483,47.56288161091355,ARGO YARD,intermodal,3.0,UP,11.0,5000.0,100.0,True,"intermodal,automobile",all,Satellite imagery - manual count
10111,yard,-97.03090992,37.06689416186461,ARKANSAS CITY,local,3.0,BNSF,13.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10112,yard,-91.100964,40.803473018260064,ARLINGTON,local,3.0,BNSF,15.0,1500.0,100.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10113,yard,-117.4324715,33.965086688933376,ARLINGTON YARD,local,3.0,UP,5.0,1500.0,100.0,True,"merchandise,coal,grain",all,Estimated based on yard level
10115,yard,-83.90583813,33.99382787589183,AUBURN,hump,1.0,CSXT,22.0,30000.0,220.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10116,yard,-118.1688866,34.07296255969307,AUBURN YARD,major_flat,2.0,UP,74.0,1500.0,220.0,True,"merchandise,coal,grain",all,Satellite imagery - manual count
10117,yard,-94.56411074,39.13406389245127,AVONDALE,local,3.0,BNSF,5.0,1500.0,220.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10118,yard,-90.21220564,29.92506023398808,AVONDALE (BNSF),local,3.0,BNSF,16.0,1500.0,220.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10119,yard,-90.20175972,29.91731306611192,AVONDALE INTRMDL,local,3.0,BNSF,17.0,1500.0,220.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10121,yard,-118.9763537,35.373243776689385,BAKERSFIELD YARD,local,3.0,UP,5.0,1500.0,220.0,False,"merchandise,coal,grain",all,Estimated based on yard level
10122,yard,-122.3828946,47.64712920418888,BALMER,local,3.0,BNSF,10.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10123,yard,-122.3848422,47.647036359155344,BALMER YARD,local,3.0,BNSF,6.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10124,yard,-117.0415062,34.8942505408217,BARSTOW YARD,local,3.0,BNSF,8.0,20000.0,90.0,True,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual count
10125,yard,-122.4153968,47.243084692163,BAY,major_flat,2.0,UP,42.0,1500.0,90.0,False,"merchandise,coal,grain",all,Satellite imagery - manual count
10126,yard,-122.2145532,47.99533398476745,BAYSIDE,major_flat,2.0,BNSF,20.0,20000.0,90.0,True,"merchandise,intermodal,automobile,coal,grain",all,Satellite imagery - manual estimate
