demand_id,origin_yard_id,dest_yard_id,volume,block_type
1,10023,10539,2100,Grain
2,10023,10546,2100,Grain
3,10023,10163,350,Grain
4,10023,10328,350,Grain
5,10023,10223,1033,Grain
6,10023,11208,350,Grain
7,10023,11012,350,Grain
8,10023,10115,350,Grain
9,10023,10704,350,Grain
10,10023,10158,350,Grain
11,10223,10539,413,Grain
12,10223,10323,350,Grain
13,10223,10328,350,Grain
14,10223,10546,350,Grain
15,10223,11008,1035,Grain
16,10390,10115,350,Grain
17,10390,10704,350,Grain
18,10390,10546,1750,Grain
19,10390,10539,1750,Grain
20,10390,10328,350,Grain
21,10390,10023,350,Grain
22,10390,10223,350,Grain
23,10390,10323,350,Grain
24,10390,10163,350,Grain
25,11646,10023,350,Grain
26,11646,10390,485,Grain
27,11646,11420,3247,Grain
28,11646,10546,1571,Grain
29,11646,10539,1822,Grain
30,11646,10704,350,Grain
31,11646,10323,350,Grain
32,11646,11488,1798,Grain
33,11646,11208,2882,Grain
34,11646,11512,798,Grain
35,11420,11208,2770,Grain
36,11420,11012,744,Grain
37,11420,10115,747,Grain
38,11420,10704,350,Grain
39,11420,11646,2551,Grain
40,11420,10390,967,Grain
41,11420,10023,700,Grain
42,11420,10539,350,Grain
43,11420,10546,350,Grain
44,11420,10650,350,Grain
45,11420,11512,1016,Grain
46,10163,10546,700,Grain
47,10163,10539,613,Grain
48,10163,10323,700,Grain
49,10163,10223,723,Grain
50,10163,10158,350,Grain
51,10163,11646,350,Grain
52,10163,10390,350,Grain
53,10163,11420,350,Grain
54,10163,11488,1568,Grain
55,10323,10163,1159,Grain
56,10323,10328,2361,Grain
57,10323,10223,3398,Grain
58,10323,10158,834,Grain
59,10323,10546,350,Grain
60,10323,11488,1963,Grain
61,10323,10023,879,Grain
62,10323,10390,1014,Grain
63,10323,11646,540,Grain
64,10328,10323,881,Grain
65,10328,10163,700,Grain
66,10328,10223,4245,Grain
67,10328,10023,700,Grain
68,10328,10158,1358,Grain
69,10328,11646,601,Grain
70,10115,11646,350,Grain
71,10115,10539,350,Grain
72,10115,10546,350,Grain
73,10704,10546,441,Grain
74,10704,10539,591,Grain
75,10704,10448,1930,Grain
76,10539,10704,350,Grain
77,10539,10546,664,Grain
78,10539,10323,350,Grain
79,10539,10328,350,Grain
80,10546,10704,350,Grain
81,10546,11008,1218,Grain
82,10448,11420,700,Grain
83,10448,11646,760,Grain
84,10448,10390,748,Grain
85,10448,10023,700,Grain
86,10448,10115,350,Grain
87,10448,11208,350,Grain
88,10448,11012,350,Grain
89,10448,10223,350,Grain
90,10448,10650,368,Grain
91,10133,11008,664,Grain
92,10133,11488,3494,Grain
93,11512,10650,397,Grain
94,11512,11420,1199,Grain
95,11012,11420,350,Grain
96,11012,10390,350,Grain
97,11012,11646,350,Grain
98,11012,10023,350,Grain
99,11012,11208,700,Grain
100,11012,10115,350,Grain
101,11012,10650,350,Grain
102,11488,11646,1755,Grain
103,11208,10704,350,Grain
104,11208,10115,392,Grain
105,11208,11012,350,Grain
106,11208,11646,1364,Grain
107,11208,11420,936,Grain
108,11008,10133,3630,Grain
109,11008,10448,1387,Grain
110,11751,11727,3559,Grain
111,10115,10023,1274,Intermodal
112,10115,10223,2536,Intermodal
113,10115,10704,5982,Intermodal
114,10115,11012,34997,Intermodal
115,10115,11208,5471,Intermodal
116,10115,10390,752,Intermodal
117,10115,11646,1400,Intermodal
118,10115,11420,1633,Intermodal
119,10115,10448,875,Intermodal
120,10115,10546,2685,Intermodal
121,10115,10539,15790,Intermodal
122,10115,10158,700,Intermodal
123,10115,10650,7450,Intermodal
124,10115,10323,533,Intermodal
125,10115,10133,2878,Intermodal
126,10704,10158,8446,Intermodal
127,10704,10115,29823,Intermodal
128,10704,11012,4601,Intermodal
129,10704,11208,4200,Intermodal
130,10704,10390,350,Intermodal
131,10704,11646,986,Intermodal
132,10704,10539,11998,Intermodal
133,10704,10546,3774,Intermodal
134,10704,10650,2463,Intermodal
135,10704,10023,6079,Intermodal
136,10704,10223,1522,Intermodal
137,10704,11420,2100,Intermodal
138,10704,10163,3042,Intermodal
139,10704,10323,1640,Intermodal
140,10704,11008,761,Intermodal
141,10704,10328,4130,Intermodal
142,10704,10448,6910,Intermodal
143,11208,10158,1174,Intermodal
144,11208,10115,4614,Intermodal
145,11208,10704,4550,Intermodal
146,11208,11012,3744,Intermodal
147,11208,11420,8044,Intermodal
148,11208,10023,21154,Intermodal
149,11208,10539,5268,Intermodal
150,11208,10546,1750,Intermodal
151,11208,10323,350,Intermodal
152,11208,10390,350,Intermodal
153,11208,10223,1086,Intermodal
154,11208,10448,578,Intermodal
155,11208,11488,6570,Intermodal
156,11208,11646,12743,Intermodal
157,11208,11512,5114,Intermodal
158,11208,10650,4251,Intermodal
159,10023,10158,1533,Intermodal
160,10023,11420,3929,Intermodal
161,10023,11646,2484,Intermodal
162,10023,10390,42939,Intermodal
163,10023,10546,2800,Intermodal
164,10023,10539,7944,Intermodal
165,10023,10704,5136,Intermodal
166,10023,10328,2881,Intermodal
167,10023,10223,2753,Intermodal
168,10023,10448,350,Intermodal
169,10023,10163,3391,Intermodal
170,10023,10323,5669,Intermodal
171,10023,11512,1050,Intermodal
172,10023,10650,1239,Intermodal
173,10023,11208,700,Intermodal
174,10023,10115,11408,Intermodal
175,10023,11012,508,Intermodal
176,10023,11008,3919,Intermodal
177,10223,10158,11408,Intermodal
178,10223,10115,760,Intermodal
179,10223,11012,700,Intermodal
180,10223,11208,1326,Intermodal
181,10223,10704,1803,Intermodal
182,10223,11420,350,Intermodal
183,10223,10023,6683,Intermodal
184,10223,10546,9010,Intermodal
185,10223,10539,3059,Intermodal
186,10223,10448,5829,Intermodal
187,10223,10328,1050,Intermodal
188,10223,10163,2711,Intermodal
189,10223,11008,2509,Intermodal
190,10223,10650,502,Intermodal
191,10539,10158,892,Intermodal
192,10539,11646,350,Intermodal
193,10539,10390,350,Intermodal
194,10539,10023,472,Intermodal
195,10539,10546,9789,Intermodal
196,10539,10704,5050,Intermodal
197,10539,10328,4985,Intermodal
198,10539,10223,2704,Intermodal
199,10539,10115,1050,Intermodal
200,10539,11512,350,Intermodal
201,10539,10650,5453,Intermodal
202,10539,10163,13638,Intermodal
203,10539,10323,23529,Intermodal
204,10539,11012,350,Intermodal
205,10539,10448,1865,Intermodal
206,10539,10133,724,Intermodal
207,10539,11420,16960,Intermodal
208,10158,10115,1723,Intermodal
209,10158,11208,1249,Intermodal
210,10158,11012,2448,Intermodal
211,10158,10704,665,Intermodal
212,10158,11646,1638,Intermodal
213,10158,10390,2954,Intermodal
214,10158,10023,2408,Intermodal
215,10158,11420,2558,Intermodal
216,10158,10323,2175,Intermodal
217,10158,10328,1400,Intermodal
218,10158,11512,2252,Intermodal
219,10158,10650,1533,Intermodal
220,10158,10448,350,Intermodal
221,10158,10163,700,Intermodal
222,10158,10546,1060,Intermodal
223,10158,10539,503,Intermodal
224,10158,10223,4909,Intermodal
225,10158,11488,6219,Intermodal
226,10158,10133,23736,Intermodal
227,10158,11008,19203,Intermodal
228,10650,11512,6315,Intermodal
229,10650,11420,1693,Intermodal
230,10650,10158,514,Intermodal
231,10650,10115,4263,Intermodal
232,10650,11012,4056,Intermodal
233,10650,11208,1559,Intermodal
234,10650,10704,920,Intermodal
235,10650,11008,825,Intermodal
236,10650,10546,1861,Intermodal
237,10650,10448,3238,Intermodal
238,10650,10323,487,Intermodal
239,10650,10539,5135,Intermodal
240,10650,10023,8356,Intermodal
241,10650,10390,3096,Intermodal
242,10650,11646,22565,Intermodal
243,10650,10328,9512,Intermodal
244,11512,10650,5457,Intermodal
245,11512,11420,6073,Intermodal
246,11512,10390,350,Intermodal
247,11512,10223,4087,Intermodal
248,11512,10158,2746,Intermodal
249,11512,11208,8740,Intermodal
250,11512,10448,2220,Intermodal
251,11512,11488,3071,Intermodal
252,11512,11646,6141,Intermodal
253,11012,10115,3247,Intermodal
254,11012,11208,2517,Intermodal
255,11012,10704,1175,Intermodal
256,11012,10158,350,Intermodal
257,11012,11646,1698,Intermodal
258,11012,10390,975,Intermodal
259,11012,10023,4244,Intermodal
260,11012,11420,5916,Intermodal
261,11012,10546,25174,Intermodal
262,11012,10539,2992,Intermodal
263,11012,10448,2315,Intermodal
264,11012,11512,1400,Intermodal
265,11012,10650,4277,Intermodal
266,11012,10223,700,Intermodal
267,11012,11008,350,Intermodal
268,11012,10163,33386,Intermodal
269,11012,10328,618,Intermodal
270,10133,10158,1028,Intermodal
271,10133,11488,33911,Intermodal
272,10133,11008,27725,Intermodal
273,10133,10163,986,Intermodal
274,10133,11512,1739,Intermodal
275,10133,10223,1788,Intermodal
276,10133,10704,1401,Intermodal
277,10133,10539,5411,Intermodal
278,10133,10448,9242,Intermodal
279,10133,10390,1258,Intermodal
280,10133,10115,883,Intermodal
281,10133,10650,1448,Intermodal
282,10133,10023,381,Intermodal
283,10133,11420,645,Intermodal
284,11008,10158,9201,Intermodal
285,11008,10133,45094,Intermodal
286,11008,11488,8195,Intermodal
287,11008,10223,843,Intermodal
288,11008,10539,1053,Intermodal
289,11008,10448,424,Intermodal
290,11008,10163,4946,Intermodal
291,11008,11646,1795,Intermodal
292,11008,10323,10911,Intermodal
293,11008,10115,494,Intermodal
294,10390,11208,1066,Intermodal
295,10390,10115,8687,Intermodal
296,10390,10158,1400,Intermodal
297,10390,11012,2496,Intermodal
298,10390,11646,4706,Intermodal
299,10390,11420,4584,Intermodal
300,10390,10023,3850,Intermodal
301,10390,10163,3044,Intermodal
302,10390,10323,909,Intermodal
303,10390,10328,914,Intermodal
304,10390,10546,14173,Intermodal
305,10390,10539,5099,Intermodal
306,10390,10448,10619,Intermodal
307,10390,11512,700,Intermodal
308,10390,10650,13066,Intermodal
309,10390,10223,1400,Intermodal
310,10390,10133,9019,Intermodal
311,11646,10223,1605,Intermodal
312,11646,10023,5250,Intermodal
313,11646,10539,1653,Intermodal
314,11646,10158,1292,Intermodal
315,11646,10390,5250,Intermodal
316,11646,11420,11837,Intermodal
317,11646,10163,4872,Intermodal
318,11646,10323,700,Intermodal
319,11646,10328,1050,Intermodal
320,11646,11012,754,Intermodal
321,11646,10115,6551,Intermodal
322,11646,10704,700,Intermodal
323,11646,10546,10638,Intermodal
324,11646,10448,1797,Intermodal
325,11646,11488,14055,Intermodal
326,11646,11208,12292,Intermodal
327,11646,11512,5370,Intermodal
328,11646,10650,431,Intermodal
329,11646,11008,397,Intermodal
330,11420,10115,2567,Intermodal
331,11420,10704,1395,Intermodal
332,11420,11208,5638,Intermodal
333,11420,10158,1402,Intermodal
334,11420,11012,1510,Intermodal
